event,label,time
experiment_start,,39.636015021000276
welcome_start,welcome,39.647003166000104
welcome_audio_end,welcome,51.31892540200079
welcome_end,welcome,76.63758549200065
faces_shown_start,faces_shown,76.63771250900027
